15_min_interval,departure_station_id,chosen_arrival_station,ride
00:00:00,41,41.0,1
00:00:00,41,17.0,1
00:00:00,44,41.0,1
00:00:00,44,41.0,1
00:00:00,56,44.0,1
00:00:00,56,141.0,1
00:00:00,72,289.0,1
00:00:00,72,289.0,1
00:00:00,112,44.0,1
00:00:00,112,284.0,1
00:00:00,112,44.0,1
00:00:00,112,44.0,1
00:00:00,112,284.0,1
00:00:00,122,56.0,1
00:00:00,122,56.0,1
00:00:00,134,85.0,1
00:00:00,134,72.0,1
00:00:00,134,85.0,1
00:00:00,134,72.0,1
00:00:00,166,166.0,1
00:00:00,176,122.0,1
00:00:00,176,122.0,1
00:00:00,180,176.0,1
00:00:00,180,198.0,1
00:00:00,180,176.0,1
00:00:00,185,185.0,1
00:00:00,196,85.0,1
00:00:00,196,180.0,1
00:00:00,196,85.0,1
00:00:00,208,180.0,1
00:00:00,208,313.0,1
00:00:00,208,180.0,1
00:00:00,214,214.0,1
00:00:00,313,196.0,1
00:00:00,313,196.0,1
00:00:00,331,44.0,1
00:00:00,331,196.0,1
00:00:00,331,44.0,1
00:00:00,375,220.0,1
00:00:00,375,208.0,1
00:00:00,375,208.0,1
00:00:00,389,208.0,1
00:00:00,389,208.0,1
00:00:00,413,413.0,1
00:00:00,429,19.0,1
00:00:00,429,19.0,1
00:00:00,455,389.0,1
00:00:00,455,302.0,1
00:00:00,455,302.0,1
00:00:00,455,302.0,1
00:00:00,501,389.0,1
00:00:00,501,389.0,1
00:00:00,501,389.0,1
00:00:00,501,190.0,1
00:00:00,515,429.0,1
00:00:00,515,429.0,1
00:00:00,529,340.0,1
00:00:00,529,515.0,1
00:00:00,529,515.0,1
00:00:00,529,515.0,1
00:00:00,554,554.0,1
00:00:00,554,57.0,1
00:00:00,564,554.0,1
00:00:00,593,564.0,1
00:00:00,593,57.0,1
00:00:00,593,57.0,1
00:00:00,599,174.0,1
00:00:00,599,331.0,1
00:00:00,599,174.0,1
00:00:00,610,13.0,1
00:00:00,624,610.0,1
00:00:00,624,610.0,1
00:00:00,624,610.0,1
00:00:00,655,331.0,1
00:00:00,655,331.0,1
00:00:00,655,505.0,1
00:00:00,655,331.0,1
00:00:00,837,837.0,1
00:00:00,848,174.0,1
00:00:00,883,848.0,1
00:00:00,883,84.0,1
00:00:00,883,848.0,1
00:00:00,883,848.0,1
00:00:00,883,848.0,1
00:00:00,1007,1007.0,1
00:00:00,1007,1007.0,1
00:00:00,1034,1034.0,1
00:00:00,1034,1034.0,1
00:00:00,1111,1111.0,1
00:00:00,1193,1193.0,1
00:00:00,1237,1237.0,1
00:15:00,1283,375.0,1
00:15:00,1283,375.0,1
00:15:00,1283,59.0,1
00:15:00,1283,375.0,1
00:15:00,1283,59.0,1
00:15:00,1283,375.0,1
00:15:00,1283,375.0,1
00:15:00,1283,59.0,1
00:15:00,1290,127.0,1
00:15:00,1290,127.0,1
00:15:00,1290,593.0,1
00:15:00,1293,593.0,1
00:15:00,1293,313.0,1
00:15:00,1293,313.0,1
00:15:00,1293,593.0,1
00:15:00,1293,313.0,1
00:15:00,1293,313.0,1
00:15:00,1293,593.0,1
00:15:00,1293,313.0,1
00:15:00,1293,593.0,1
00:15:00,1293,593.0,1
00:15:00,1315,1315.0,1
00:15:00,1337,599.0,1
00:15:00,1337,7.0,1
00:15:00,1337,599.0,1
00:15:00,1341,115.0,1
00:15:00,1341,115.0,1
00:15:00,1341,115.0,1
00:15:00,1341,115.0,1
00:15:00,1341,115.0,1
00:15:00,1345,599.0,1
00:15:00,1345,426.0,1
00:15:00,1349,1345.0,1
00:15:00,1349,1345.0,1
00:15:00,1349,152.0,1
00:15:00,1357,172.0,1
00:15:00,1383,313.0,1
00:15:00,1392,1357.0,1
00:15:00,1392,1357.0,1
00:15:00,1407,172.0,1
00:15:00,1409,1383.0,1
00:15:00,1409,1383.0,1
00:15:00,1409,1383.0,1
00:15:00,1433,5.0,1
00:15:00,1463,1407.0,1
00:15:00,1472,1433.0,1
00:15:00,1472,1433.0,1
00:15:00,1483,1463.0,1
00:15:00,1483,1463.0,1
00:15:00,1483,1463.0,1
00:15:00,1483,1463.0,1
00:15:00,1493,1392.0,1
00:15:00,1493,1392.0,1
00:15:00,1493,41.0,1
00:15:00,1497,1472.0,1
00:15:00,1497,1472.0,1
00:15:00,1508,1497.0,1
00:15:00,1508,1497.0,1
00:15:00,1508,1497.0,1
00:15:00,1508,74.0,1
00:15:00,1508,74.0,1
00:15:00,1511,282.0,1
00:15:00,1511,282.0,1
00:15:00,1511,624.0,1
00:15:00,1511,624.0,1
00:15:00,1511,282.0,1
00:15:00,1511,282.0,1
00:15:00,1511,624.0,1
00:15:00,1511,624.0,1
00:15:00,1531,52.0,1
00:15:00,1531,1290.0,1
00:15:00,1531,52.0,1
00:15:00,1548,1548.0,1
00:15:00,1558,74.0,1
00:15:00,1558,74.0,1
00:15:00,1558,1290.0,1
00:15:00,1558,74.0,1
00:15:00,1558,1290.0,1
00:15:00,1558,74.0,1
00:15:00,1558,74.0,1
00:15:00,1558,1290.0,1
00:15:00,1571,1571.0,1
00:15:00,1571,76.0,1
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1593,657.0,12
00:15:00,1609,1571.0,1
00:15:00,1614,1609.0,1
00:15:00,1614,1609.0,1
00:15:00,1634,41.0,1
00:15:00,1634,41.0,1
00:15:00,1634,41.0,1
00:15:00,1677,326.0,1
00:15:00,1677,326.0,1
00:15:00,1743,1614.0,1
00:15:00,1743,1614.0,1
00:15:00,1743,1614.0,1
00:15:00,1743,1614.0,1
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1748,194.0,12
00:15:00,1755,313.0,1
00:15:00,1762,245.0,1
00:15:00,1762,1755.0,1
00:15:00,1775,1677.0,1
00:15:00,1775,313.0,1
00:15:00,1775,1677.0,1
00:15:00,1775,1677.0,1
00:15:00,1775,1677.0,1
00:15:00,1779,327.0,1
00:15:00,1779,1762.0,1
00:15:00,1779,327.0,1
00:15:00,1791,1762.0,1
00:15:00,1791,1762.0,1
00:15:00,1798,110.0,1
00:15:00,1798,110.0,1
00:15:00,1798,1791.0,1
00:15:00,1798,110.0,1
00:15:00,1804,158.0,1
00:15:00,1811,1791.0,1
00:15:00,1811,1791.0,1
00:15:00,1811,1791.0,1
00:15:00,1811,1791.0,1
00:15:00,1821,1804.0,1
00:15:00,1821,1804.0,1
00:15:00,1821,195.0,1
00:15:00,1821,195.0,1
00:15:00,1821,1804.0,1
00:15:00,1821,1804.0,1
00:15:00,1821,195.0,1
00:15:00,1821,195.0,1
00:15:00,1821,1804.0,1
00:15:00,1866,216.0,1
00:15:00,1866,216.0,1
00:15:00,1869,36.0,1
00:15:00,1869,1866.0,1
00:15:00,1875,1866.0,1
00:15:00,1883,1875.0,1
00:15:00,1976,1883.0,1
00:15:00,2009,76.0,1
00:15:00,2046,1976.0,1
00:15:00,2054,2009.0,1
00:15:00,2054,2009.0,1
00:15:00,2054,2009.0,1
00:15:00,2054,41.0,1
00:15:00,2054,41.0,1
00:15:00,2076,2046.0,1
00:15:00,2095,89.0,1
00:15:00,2106,2076.0,1
00:15:00,2106,170.0,1
00:15:00,2166,2095.0,1
00:15:00,2189,85.0,1
00:15:00,2189,2166.0,1
00:15:00,2189,85.0,1
00:15:00,2189,2166.0,1
00:15:00,2203,89.0,1
00:15:00,2203,89.0,1
00:15:00,2203,1869.0,1
00:15:00,2203,1869.0,1
00:15:00,2205,2106.0,1
00:15:00,2205,2106.0,1
00:15:00,2225,2205.0,1
00:15:00,2225,144.0,1
00:15:00,2245,2205.0,1
00:15:00,2313,31.0,1
00:15:00,2313,31.0,1
00:15:00,2313,2245.0,1
00:15:00,2313,31.0,1
00:15:00,2313,2245.0,1
00:15:00,2314,2314.0,1
00:15:00,2368,2225.0,1
00:15:00,2368,337.0,1
00:15:00,2379,2225.0,1
00:15:00,2379,2225.0,1
00:15:00,2384,291.0,1
00:15:00,2384,2368.0,1
00:15:00,2384,291.0,1
00:15:00,2384,291.0,1
00:15:00,2415,2368.0,1
00:30:00,2435,199.0,1
00:30:00,2460,2415.0,1
00:30:00,2460,89.0,1
00:30:00,2460,2415.0,1
00:30:00,2460,2415.0,1
00:30:00,2460,2415.0,1
00:30:00,2460,2415.0,1
00:30:00,2460,89.0,1
00:30:00,2471,273.0,1
00:30:00,2476,2435.0,1
00:30:00,2476,2435.0,1
00:30:00,2477,268.0,1
00:30:00,2477,2471.0,1
00:30:00,2480,2480.0,1
00:30:00,2487,2379.0,1
00:30:00,2487,132.0,1
00:30:00,2494,623.0,1
00:30:00,2494,623.0,1
00:30:00,2495,2379.0,1
00:30:00,2515,623.0,1
00:30:00,2515,623.0,1
00:30:00,2515,2495.0,1
00:30:00,2549,2549.0,1
00:30:00,2556,2556.0,1
00:30:00,2580,463.0,1
00:30:00,2584,325.0,1
00:30:00,2584,325.0,1
00:30:00,2584,2580.0,1
00:30:00,2584,325.0,1
00:30:00,2592,2476.0,1
00:30:00,2592,2476.0,1
00:30:00,2592,2476.0,1
00:30:00,2592,268.0,1
00:30:00,2592,268.0,1
00:30:00,2592,2476.0,1
00:30:00,2592,2476.0,1
00:30:00,2592,2476.0,1
00:30:00,2598,2477.0,1
00:30:00,2598,81.0,1
00:30:00,2598,81.0,1
00:30:00,2609,2477.0,1
00:30:00,2615,332.0,1
00:30:00,2615,2609.0,1
00:30:00,2617,2487.0,1
00:30:00,2617,2487.0,1
00:30:00,2617,2487.0,1
00:30:00,2617,226.0,1
00:30:00,2617,2487.0,1
00:30:00,2625,2625.0,1
00:30:00,2643,502.0,1
00:30:00,2660,2643.0,1
00:30:00,2660,304.0,1
00:30:00,2660,2643.0,1
00:30:00,2660,304.0,1
00:30:00,2660,2643.0,1
00:30:00,2669,59.0,1
00:30:00,2669,59.0,1
00:30:00,2669,59.0,1
00:30:00,2679,39.0,1
00:30:00,2712,2679.0,1
00:30:00,2738,53.0,1
00:30:00,2748,2712.0,1
00:30:00,2761,2738.0,1
00:30:00,2761,2738.0,1
00:30:00,2761,2738.0,1
00:30:00,2761,90.0,1
00:30:00,2823,132.0,1
00:30:00,2832,2748.0,1
00:30:00,2832,2748.0,1
00:30:00,2836,2823.0,1
00:30:00,2842,2836.0,1
00:30:00,2842,2836.0,1
00:30:00,2870,273.0,1
00:30:00,2871,458.0,1
00:30:00,2873,89.0,1
00:30:00,2873,2870.0,1
00:30:00,2873,89.0,1
00:30:00,2873,2870.0,1
00:30:00,2887,337.0,1
00:30:00,2887,2871.0,1
00:30:00,2904,256.0,1
00:30:00,2908,2904.0,1
00:30:00,2965,2908.0,1
00:30:00,2965,2908.0,1
00:30:00,2981,43.0,1
00:30:00,2981,2494.0,1
00:30:00,3019,2494.0,1
