15_min_interval,departure_station_id,chosen_arrival_station,ride
00:00:00,41,313.0,1
00:00:00,41,313.0,1
00:00:00,56,237.0,1
00:00:00,56,41.0,1
00:00:00,56,237.0,1
00:00:00,56,237.0,1
00:00:00,72,302.0,1
00:00:00,112,84.0,1
00:00:00,112,84.0,1
00:00:00,112,84.0,1
00:00:00,112,84.0,1
00:00:00,112,84.0,1
00:00:00,134,313.0,1
00:00:00,134,313.0,1
00:00:00,166,157.0,1
00:00:00,166,157.0,1
00:00:00,176,156.0,1
00:00:00,176,41.0,1
00:00:00,176,156.0,1
00:00:00,176,156.0,1
00:00:00,176,156.0,1
00:00:00,180,277.0,1
00:00:00,180,277.0,1
00:00:00,180,277.0,1
00:00:00,208,277.0,1
00:00:00,214,289.0,1
00:00:00,214,289.0,1
00:00:00,313,302.0,1
00:00:00,354,299.0,1
00:00:00,354,72.0,1
00:00:00,375,13.0,1
00:00:00,387,176.0,1
00:00:00,387,176.0,1
00:00:00,387,176.0,1
00:00:00,416,208.0,1
00:00:00,416,208.0,1
00:00:00,429,25.0,1
00:00:00,455,302.0,1
00:00:00,455,302.0,1
00:00:00,489,13.0,1
00:00:00,501,289.0,1
00:00:00,515,302.0,1
00:00:00,515,302.0,1
00:00:00,515,302.0,1
00:00:00,515,302.0,1
00:00:00,515,302.0,1
00:00:00,529,44.0,1
00:00:00,554,13.0,1
00:00:00,573,57.0,1
00:00:00,593,217.0,1
00:00:00,593,375.0,1
00:00:00,593,217.0,1
00:00:00,593,217.0,1
00:00:00,610,150.0,1
00:00:00,619,25.0,1
00:00:00,624,429.0,1
00:00:00,655,349.0,1
00:00:00,655,349.0,1
00:00:00,675,296.0,1
00:00:00,809,44.0,1
00:00:00,832,57.0,1
00:00:00,832,57.0,1
00:00:00,832,57.0,1
00:00:00,832,57.0,1
00:00:00,845,17.0,1
00:00:00,907,25.0,1
00:00:00,907,25.0,1
00:00:00,1007,13.0,1
00:00:00,1007,13.0,1
00:00:00,1007,13.0,1
00:00:00,1007,13.0,1
00:00:00,1029,489.0,1
00:00:00,1034,115.0,1
00:00:00,1111,501.0,1
00:00:00,1237,529.0,1
00:00:00,1260,110.0,1
00:15:00,1283,5.0,1
00:15:00,1283,5.0,1
00:15:00,1283,5.0,1
00:15:00,1283,5.0,1
00:15:00,1290,230.0,1
00:15:00,1290,230.0,1
00:15:00,1290,554.0,1
00:15:00,1293,302.0,1
00:15:00,1293,302.0,1
00:15:00,1315,197.0,1
00:15:00,1337,173.0,1
00:15:00,1337,173.0,1
00:15:00,1337,173.0,1
00:15:00,1337,173.0,1
00:15:00,1337,173.0,1
00:15:00,1341,302.0,1
00:15:00,1341,573.0,1
00:15:00,1349,194.0,1
00:15:00,1349,610.0,1
00:15:00,1349,194.0,1
00:15:00,1349,194.0,1
00:15:00,1357,619.0,1
00:15:00,1383,302.0,1
00:15:00,1392,313.0,1
00:15:00,1392,313.0,1
00:15:00,1407,624.0,1
00:15:00,1407,52.0,1
00:15:00,1407,52.0,1
00:15:00,1407,52.0,1
00:15:00,1407,624.0,1
00:15:00,1409,675.0,1
00:15:00,1444,809.0,1
00:15:00,1448,845.0,1
00:15:00,1461,36.0,1
