15_min_interval,departure_station_id,chosen_arrival_station,ride
00:00:00,41,176.0,1
00:00:00,41,41.0,1
00:00:00,56,41.0,1
00:00:00,56,13.0,1
00:00:00,56,13.0,1
00:00:00,56,13.0,1
00:00:00,72,56.0,1
00:00:00,72,141.0,1
00:00:00,72,141.0,1
00:00:00,72,56.0,1
00:00:00,112,56.0,1
00:00:00,112,623.0,1
00:00:00,122,56.0,1
00:00:00,122,277.0,1
00:00:00,134,298.0,1
00:00:00,166,303.0,1
00:00:00,166,134.0,1
00:00:00,176,296.0,1
00:00:00,180,112.0,1
00:00:00,180,112.0,1
00:00:00,180,112.0,1
00:00:00,180,176.0,1
00:00:00,180,112.0,1
00:00:00,180,112.0,1
00:00:00,185,509.0,1
00:00:00,196,185.0,1
00:00:00,196,185.0,1
00:00:00,196,174.0,1
00:00:00,196,174.0,1
00:00:00,208,166.0,1
00:00:00,208,122.0,1
00:00:00,313,122.0,1
00:00:00,331,313.0,1
00:00:00,354,110.0,1
00:00:00,375,313.0,1
00:00:00,375,331.0,1
00:00:00,387,217.0,1
00:00:00,389,313.0,1
00:00:00,389,313.0,1
00:00:00,413,198.0,1
00:00:00,413,354.0,1
00:00:00,413,198.0,1
00:00:00,413,198.0,1
00:00:00,413,198.0,1
00:00:00,413,198.0,1
00:00:00,416,84.0,1
00:00:00,423,13.0,1
00:00:00,423,387.0,1
00:00:00,429,416.0,1
00:00:00,429,416.0,1
00:00:00,429,217.0,1
00:00:00,455,22.0,1
00:00:00,455,22.0,1
00:00:00,455,22.0,1
00:00:00,489,208.0,1
00:00:00,489,13.0,1
00:00:00,501,208.0,1
00:00:00,501,208.0,1
00:00:00,501,130.0,1
00:00:00,501,130.0,1
00:00:00,515,375.0,1
00:00:00,515,375.0,1
00:00:00,515,313.0,1
00:00:00,515,375.0,1
00:00:00,529,217.0,1
00:00:00,529,389.0,1
00:00:00,529,389.0,1
00:00:00,529,389.0,1
00:00:00,554,220.0,1
00:00:00,564,306.0,1
00:00:00,564,554.0,1
00:00:00,573,423.0,1
00:00:00,573,623.0,1
00:00:00,593,423.0,1
00:00:00,593,423.0,1
00:00:00,593,110.0,1
00:00:00,593,423.0,1
00:00:00,599,489.0,1
00:00:00,599,461.0,1
00:00:00,599,461.0,1
00:00:00,619,115.0,1
00:00:00,619,489.0,1
00:00:00,624,306.0,1
00:00:00,624,564.0,1
00:00:00,624,564.0,1
00:00:00,624,306.0,1
00:00:00,655,56.0,1
00:00:00,655,56.0,1
00:00:00,675,150.0,1
00:00:00,675,150.0,1
00:00:00,832,57.0,1
00:00:00,832,573.0,1
00:00:00,837,573.0,1
00:00:00,907,56.0,1
00:00:00,928,44.0,1
00:00:00,928,44.0,1
00:00:00,928,837.0,1
00:00:00,1007,907.0,1
00:00:00,1007,17.0,1
00:00:00,1007,17.0,1
00:00:00,1007,17.0,1
00:00:00,1034,1034.0,1
00:00:00,1111,17.0,1
00:00:00,1111,17.0,1
00:00:00,1193,1193.0,1
00:00:00,1227,619.0,1
00:00:00,1227,181.0,1
00:00:00,1237,619.0,1
00:00:00,1237,114.0,1
00:00:00,1237,114.0,1
00:00:00,1237,114.0,1
00:00:00,1237,114.0,1
