15_min_interval,departure_station_id,chosen_arrival_station,ride
00:00:00,41,41.0,1
00:00:00,44,44.0,1
00:00:00,56,56.0,1
00:00:00,56,56.0,1
00:00:00,56,56.0,1
00:00:00,72,72.0,1
00:00:00,72,72.0,1
00:00:00,112,112.0,1
00:00:00,122,122.0,1
00:00:00,122,122.0,1
00:00:00,134,134.0,1
00:00:00,134,134.0,1
00:00:00,134,134.0,1
00:00:00,166,166.0,1
00:00:00,166,166.0,1
00:00:00,166,166.0,1
00:00:00,176,176.0,1
00:00:00,176,176.0,1
00:00:00,176,176.0,1
00:00:00,180,180.0,1
00:00:00,185,185.0,1
00:00:00,196,196.0,1
00:00:00,196,196.0,1
00:00:00,196,196.0,1
00:00:00,196,196.0,1
00:00:00,196,196.0,1
00:00:00,196,196.0,1
00:00:00,208,208.0,1
00:00:00,214,214.0,1
00:00:00,214,214.0,1
00:00:00,313,217.0,1
00:00:00,313,217.0,1
00:00:00,313,217.0,1
00:00:00,331,331.0,1
00:00:00,354,354.0,1
00:00:00,375,375.0,1
00:00:00,375,375.0,1
00:00:00,387,387.0,1
00:00:00,387,387.0,1
00:00:00,387,387.0,1
00:00:00,387,387.0,1
00:00:00,389,389.0,1
00:00:00,413,413.0,1
00:00:00,423,423.0,1
00:00:00,429,429.0,1
00:00:00,429,429.0,1
00:00:00,429,429.0,1
00:00:00,429,429.0,1
00:00:00,455,455.0,1
00:00:00,455,455.0,1
00:00:00,455,455.0,1
00:00:00,489,489.0,1
00:00:00,501,501.0,1
00:00:00,501,501.0,1
00:00:00,515,515.0,1
00:00:00,515,515.0,1
00:00:00,515,515.0,1
00:00:00,529,529.0,1
00:00:00,554,554.0,1
00:00:00,564,564.0,1
00:00:00,564,564.0,1
00:00:00,573,573.0,1
00:00:00,593,593.0,1
00:00:00,593,593.0,1
00:00:00,599,599.0,1
00:00:00,599,599.0,1
00:00:00,624,624.0,1
00:00:00,624,624.0,1
00:00:00,624,624.0,1
00:00:00,624,624.0,1
00:00:00,624,624.0,1
00:00:00,655,655.0,1
00:00:00,655,655.0,1
00:00:00,675,675.0,1
00:00:00,675,675.0,1
00:00:00,809,809.0,1
00:00:00,837,837.0,1
00:00:00,848,848.0,1
00:00:00,848,848.0,1
00:00:00,883,883.0,1
00:00:00,883,883.0,1
00:00:00,907,907.0,1
00:00:00,928,928.0,1
00:00:00,928,928.0,1
00:00:00,928,928.0,1
00:00:00,1007,1007.0,1
00:00:00,1007,1007.0,1
00:00:00,1007,1007.0,1
00:00:00,1007,1007.0,1
00:00:00,1007,1007.0,1
00:00:00,1111,1111.0,1
00:00:00,1227,1227.0,1
00:00:00,1227,1227.0,1
00:15:00,1283,1283.0,1
00:15:00,1283,1283.0,1
00:15:00,1283,1283.0,1
00:15:00,1290,1290.0,1
00:15:00,1290,1290.0,1
00:15:00,1290,1290.0,1
00:15:00,1293,1293.0,1
00:15:00,1293,1293.0,1
00:15:00,1293,1293.0,1
00:15:00,1293,1293.0,1
00:15:00,1293,1293.0,1
00:15:00,1293,1293.0,1
00:15:00,1315,1315.0,1
00:15:00,1315,1315.0,1
00:15:00,1337,1337.0,1
00:15:00,1341,1341.0,1
00:15:00,1341,1341.0,1
00:15:00,1341,1341.0,1
00:15:00,1341,1341.0,1
00:15:00,1341,1341.0,1
00:15:00,1341,1341.0,1
00:15:00,1349,1349.0,1
00:15:00,1349,1349.0,1
00:15:00,1349,1349.0,1
00:15:00,1383,1383.0,1
00:15:00,1383,1383.0,1
00:15:00,1383,1383.0,1
00:15:00,1392,1392.0,1
00:15:00,1392,1392.0,1
00:15:00,1392,1392.0,1
00:15:00,1407,1407.0,1
00:15:00,1407,1407.0,1
00:15:00,1409,1409.0,1
00:15:00,1433,1433.0,1
00:15:00,1448,1448.0,1
00:15:00,1463,1463.0,1
00:15:00,1472,1472.0,1
00:15:00,1472,1472.0,1
00:15:00,1483,1483.0,1
00:15:00,1483,1483.0,1
00:15:00,1483,1483.0,1
00:15:00,1483,1483.0,1
00:15:00,1493,1493.0,1
00:15:00,1493,1493.0,1
00:15:00,1497,1497.0,1
00:15:00,1497,1497.0,1
00:15:00,1497,1497.0,1
00:15:00,1497,1497.0,1
00:15:00,1497,1497.0,1
00:15:00,1508,1508.0,1
00:15:00,1508,1508.0,1
00:15:00,1511,1511.0,1
00:15:00,1511,1511.0,1
00:15:00,1511,1511.0,1
00:15:00,1511,1511.0,1
00:15:00,1511,1511.0,1
00:15:00,1520,1520.0,1
00:15:00,1531,1531.0,1
00:15:00,1531,1531.0,1
00:15:00,1531,1531.0,1
00:15:00,1558,1558.0,1
00:15:00,1558,1558.0,1
00:15:00,1558,1558.0,1
00:15:00,1571,1571.0,1
00:15:00,1583,1583.0,1
00:15:00,1583,1583.0,1
00:15:00,1583,1583.0,1
